ID,Project,Requirement_Text,NFR_Class,Domain,Source_URL
1174,Eclipse Kura,The audit logs shall be retained for 90 days per SOC2 compliance.,SE,IoT,https://github.com/example/EclipseKura
1175,Signal,The application shall render charts within 5 minutes of data receipt.,PE,Security,https://github.com/example/Signal
1176,Open Bank Project,The application must be deployable via Docker containers of size less than 256 bits.,PO,FinTech,https://github.com/example/OpenBankProject
1177,Mifos X,The holistic learning curve shall verify that users can perform basic tasks within 2 seconds.,US,FinTech,https://github.com/example/MifosX
1178,HAPI FHIR,The IoT Sensor Hub shall not exceed 500 milliwatts of watthour usage in idle state.,EN,Healthcare,https://github.com/example/HAPIFHIR
1179,Prometheus,"The Prometheus system shall process 10,000 transactions/minute with a latency of less than 1 second.",PE,Cloud,https://github.com/example/Prometheus
1180,OpenEMS,Communications between Neural Network Engine and server shall use TLS 1.3.,SE,Energy,https://github.com/example/OpenEMS
1181,OpenEMR,Communications between Authentication Service and server shall use Bcrypt.,SE,Healthcare,https://github.com/example/OpenEMR
1182,Mifos X,The holistic learning curve shall verify that users can perform basic tasks within 30 seconds.,US,FinTech,https://github.com/example/MifosX
1183,DCM4CHEE,Communications between API Gateway and server shall use Argon2.,SE,Healthcare,https://github.com/example/DCM4CHEE
1184,Apache Fineract,Error messages shall be displayed within 5 seconds of the fault.,US,FinTech,https://github.com/example/ApacheFineract
1185,OpenEMS,The Authentication Service shall enter sleep mode after 1 second of inactivity.,EN,Energy,https://github.com/example/OpenEMS
1186,Vault,Carbon intensity tracking shall limit operations when grid carbon exceeds 100 g/kWh.,EN,Security,https://github.com/example/Vault
1187,Mifos X,The Mifos X system shall maintain an availability of 0.1% over a 1 week period.,RE,FinTech,https://github.com/example/MifosX
1188,Prometheus,The Neural Network Engine shall sanitize all inputs to prevent injection attacks covering OWASP Top 10.,SE,Cloud,https://github.com/example/Prometheus
1189,Istio,The Payment Processor shall respond to user requests within 100ms under normal load.,PE,Cloud,https://github.com/example/Istio
1190,Kubernetes,The Payment Processor shall respond to user requests within 30 seconds under normal load.,PE,Cloud,https://github.com/example/Kubernetes
1191,Apache Fineract,The API Gateway shall not exceed 10% of idle power in idle state.,EN,FinTech,https://github.com/example/ApacheFineract
1192,GridLAB-D,The GridLAB-D system shall retain backups for at least infinity.,RE,Energy,https://github.com/example/GridLAB-D
1193,Kubernetes,The Kubernetes system shall lock user accounts after 3 failed attempts for 1 second.,SE,Cloud,https://github.com/example/Kubernetes
1194,HAPI FHIR,The UI Frontend shall sanitize all inputs to prevent injection attacks covering IEEE 754.,SE,Healthcare,https://github.com/example/HAPIFHIR
1195,DCM4CHEE,Database queries shall expire after 100ms to prevent resource exhaustion.,PE,Healthcare,https://github.com/example/DCM4CHEE
1196,Home Assistant,The Home Assistant system shall lock user accounts after 3 failed attempts for 5 minutes.,SE,IoT,https://github.com/example/HomeAssistant
1197,Eclipse Kura,The user interface shall be compliant with HIPAA accessibility standards.,US,IoT,https://github.com/example/EclipseKura
1198,Eclipse Kura,The holistic learning curve shall verify that users can perform basic tasks within 30 seconds.,US,IoT,https://github.com/example/EclipseKura
1199,OpenEMS,The API Gateway shall recover from a crash within 1 minute.,RE,Energy,https://github.com/example/OpenEMS
1200,GridLAB-D,The GridLAB-D system shall retain backups for at least infinity.,RE,Energy,https://github.com/example/GridLAB-D
